time,Gross Domestic Product (Expenditure) current basic prices index SA,Gross Domestic Product (Income) chained volume index: SA,Gross Domestic Product (Income) current basic prices index SA,Gross Domestic Product (Expenditure) chained volume index: SA,Gross Domestic Product: Year on Year growth: CVM SA %,Gross Domestic Product: Quarter on Quarter growth: CVM SA %,Gross Domestic Product: quarter on quarter growth rate: CP SA %,Gross Domestic Product: q-on-q4 growth quarter growth: CP SA %,Gross Domestic Product: q-on-q4 growth rate CVM SA %,Gross Domestic Product (Income) current basic prices: aligned: SA £m,Gross Domestic Product (Expenditure) chained volume measure SA £m,Gross Domestic Product (Expenditure) current basic prices: aligned:SA £m,Gross Domestic Product at market prices: CP: NSA £m,Gross Domestic Product index: Current price: Seasonally adjusted,Gross Domestic Product: chained volume measures: Seasonally adjusted £m,Gross Domestic Product at market prices: Current price: Seasonally adjusted £m,Gross Domestic Product at market prices:Implied deflator:SA 2017=100,"Gross Domestic Product at market prices, q-on-q4 growth: CP: NSA £m","Gross Domestic Product at market prices, q-on-q1 growth: CP: NSA £m",measure,measure_value
2014,93.7,95.7,93.7,95.7,2.9,NA,NA,NA,NA,1645955.0,1680700.0,1645955.0,1844295.0,93.6,1890493.0,1844295.0,95.4537,NA,NA,GVA per hour worked: GOR South East (Index UK=100),106.5
2014,93.7,95.7,93.7,95.7,2.9,NA,NA,NA,NA,1645955.0,1680700.0,1645955.0,1844295.0,93.6,1890493.0,1844295.0,95.4537,NA,NA,GVA per hour worked: GOR South West (Index UK=100),91.2
2014,93.7,95.7,93.7,95.7,2.9,NA,NA,NA,NA,1645955.0,1680700.0,1645955.0,1844295.0,93.6,1890493.0,1844295.0,95.4537,NA,NA,GVA per hour worked: GOR England (Index UK=100),101.5
2014,93.7,95.7,93.7,95.7,2.9,NA,NA,NA,NA,1645955.0,1680700.0,1645955.0,1844295.0,93.6,1890493.0,1844295.0,95.4537,NA,NA,GVA per hour worked: GOR Wales (Index UK=100),82.6
2014,93.7,95.7,93.7,95.7,2.9,NA,NA,NA,NA,1645955.0,1680700.0,1645955.0,1844295.0,93.6,1890493.0,1844295.0,95.4537,NA,NA,GVA per hour worked: GOR Scotland (Index UK=100),99.1
2014,93.7,95.7,93.7,95.7,2.9,NA,NA,NA,NA,1645955.0,1680700.0,1645955.0,1844295.0,93.6,1890493.0,1844295.0,95.4537,NA,NA,GVA per hour worked: GOR North East (Index UK=100),89.1
2014,93.7,95.7,93.7,95.7,2.9,NA,NA,NA,NA,1645955.0,1680700.0,1645955.0,1844295.0,93.6,1890493.0,1844295.0,95.4537,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,2.8
2014,93.7,95.7,93.7,95.7,2.9,NA,NA,NA,NA,1645955.0,1680700.0,1645955.0,1844295.0,93.6,1890493.0,1844295.0,95.4537,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,98.5
2014,93.7,95.7,93.7,95.7,2.9,NA,NA,NA,NA,1645955.0,1680700.0,1645955.0,1844295.0,93.6,1890493.0,1844295.0,95.4537,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,97.2
2014,93.7,95.7,93.7,95.7,2.9,NA,NA,NA,NA,1645955.0,1680700.0,1645955.0,1844295.0,93.6,1890493.0,1844295.0,95.4537,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,0.6
2014,93.7,95.7,93.7,95.7,2.9,NA,NA,NA,NA,1645955.0,1680700.0,1645955.0,1844295.0,93.6,1890493.0,1844295.0,95.4537,NA,NA,GVA per hour worked: GOR Northern Ireland Index UK=100),82.5
2015,96.4,98.1,96.4,98.1,2.3,NA,NA,NA,NA,1692039.0,1723523.0,1692039.0,1895839.0,96.3,1934903.0,1895839.0,95.8695,NA,NA,GVA per hour worked: GOR North West & Merseyside (Index UK=100),90.4
2015,96.4,98.1,96.4,98.1,2.3,NA,NA,NA,NA,1692039.0,1723523.0,1692039.0,1895839.0,96.3,1934903.0,1895839.0,95.8695,NA,NA,GVA per hour worked: GOR Yorkshire & Humberside (Index UK=100),87.1
2015,96.4,98.1,96.4,98.1,2.3,NA,NA,NA,NA,1692039.0,1723523.0,1692039.0,1895839.0,96.3,1934903.0,1895839.0,95.8695,NA,NA,GVA per hour worked: GOR East Midlands (Index UK=100),85.4
2015,96.4,98.1,96.4,98.1,2.3,NA,NA,NA,NA,1692039.0,1723523.0,1692039.0,1895839.0,96.3,1934903.0,1895839.0,95.8695,NA,NA,GVA per hour worked: GOR West Midlands (Index UK=100),86.9
2015,96.4,98.1,96.4,98.1,2.3,NA,NA,NA,NA,1692039.0,1723523.0,1692039.0,1895839.0,96.3,1934903.0,1895839.0,95.8695,NA,NA,GVA per hour worked: GOR East (Index UK=100),97.3
2015,96.4,98.1,96.4,98.1,2.3,NA,NA,NA,NA,1692039.0,1723523.0,1692039.0,1895839.0,96.3,1934903.0,1895839.0,95.8695,NA,NA,GVA per hour worked: GOR London (Index UK=100),131.1
2015,96.4,98.1,96.4,98.1,2.3,NA,NA,NA,NA,1692039.0,1723523.0,1692039.0,1895839.0,96.3,1934903.0,1895839.0,95.8695,NA,NA,GVA per hour worked: GOR South East (Index UK=100),108.8
2015,96.4,98.1,96.4,98.1,2.3,NA,NA,NA,NA,1692039.0,1723523.0,1692039.0,1895839.0,96.3,1934903.0,1895839.0,95.8695,NA,NA,GVA per hour worked: GOR South West (Index UK=100),90.9
2015,96.4,98.1,96.4,98.1,2.3,NA,NA,NA,NA,1692039.0,1723523.0,1692039.0,1895839.0,96.3,1934903.0,1895839.0,95.8695,NA,NA,GVA per hour worked: GOR England (Index UK=100),101.4
2015,96.4,98.1,96.4,98.1,2.3,NA,NA,NA,NA,1692039.0,1723523.0,1692039.0,1895839.0,96.3,1934903.0,1895839.0,95.8695,NA,NA,GVA per hour worked: GOR Wales (Index UK=100),82.3
2015,96.4,98.1,96.4,98.1,2.3,NA,NA,NA,NA,1692039.0,1723523.0,1692039.0,1895839.0,96.3,1934903.0,1895839.0,95.8695,NA,NA,GVA per hour worked: GOR Scotland (Index UK=100),99.2
2015,96.4,98.1,96.4,98.1,2.3,NA,NA,NA,NA,1692039.0,1723523.0,1692039.0,1895839.0,96.3,1934903.0,1895839.0,95.8695,NA,NA,GVA per hour worked: GOR North East (Index UK=100),89.3
2015,96.4,98.1,96.4,98.1,2.3,NA,NA,NA,NA,1692039.0,1723523.0,1692039.0,1895839.0,96.3,1934903.0,1895839.0,95.8695,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,1.5
2015,96.4,98.1,96.4,98.1,2.3,NA,NA,NA,NA,1692039.0,1723523.0,1692039.0,1895839.0,96.3,1934903.0,1895839.0,95.8695,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,99.5
2015,96.4,98.1,96.4,98.1,2.3,NA,NA,NA,NA,1692039.0,1723523.0,1692039.0,1895839.0,96.3,1934903.0,1895839.0,95.8695,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,98.6
2015,96.4,98.1,96.4,98.1,2.3,NA,NA,NA,NA,1692039.0,1723523.0,1692039.0,1895839.0,96.3,1934903.0,1895839.0,95.8695,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,1.0
2015,96.4,98.1,96.4,98.1,2.3,NA,NA,NA,NA,1692039.0,1723523.0,1692039.0,1895839.0,96.3,1934903.0,1895839.0,95.8695,NA,NA,GVA per hour worked: GOR Northern Ireland Index UK=100),85.8
2016,100.0,100.0,100.0,100.0,1.8,NA,NA,NA,NA,1756045.0,1756045.0,1756045.0,1969524.0,100.0,1969524.0,1969524.0,97.8423,NA,NA,GVA per hour worked: GOR North West & Merseyside (Index UK=100),91.7
2016,100.0,100.0,100.0,100.0,1.8,NA,NA,NA,NA,1756045.0,1756045.0,1756045.0,1969524.0,100.0,1969524.0,1969524.0,97.8423,NA,NA,GVA per hour worked: GOR Yorkshire & Humberside (Index UK=100),87.0
2016,100.0,100.0,100.0,100.0,1.8,NA,NA,NA,NA,1756045.0,1756045.0,1756045.0,1969524.0,100.0,1969524.0,1969524.0,97.8423,NA,NA,GVA per hour worked: GOR East Midlands (Index UK=100),86.2
2016,100.0,100.0,100.0,100.0,1.8,NA,NA,NA,NA,1756045.0,1756045.0,1756045.0,1969524.0,100.0,1969524.0,1969524.0,97.8423,NA,NA,GVA per hour worked: GOR West Midlands (Index UK=100),88.5
2016,100.0,100.0,100.0,100.0,1.8,NA,NA,NA,NA,1756045.0,1756045.0,1756045.0,1969524.0,100.0,1969524.0,1969524.0,97.8423,NA,NA,GVA per hour worked: GOR East (Index UK=100),95.9
2016,100.0,100.0,100.0,100.0,1.8,NA,NA,NA,NA,1756045.0,1756045.0,1756045.0,1969524.0,100.0,1969524.0,1969524.0,97.8423,NA,NA,GVA per hour worked: GOR London (Index UK=100),130.9
2016,100.0,100.0,100.0,100.0,1.8,NA,NA,NA,NA,1756045.0,1756045.0,1756045.0,1969524.0,100.0,1969524.0,1969524.0,97.8423,NA,NA,GVA per hour worked: GOR South East (Index UK=100),105.1
2016,100.0,100.0,100.0,100.0,1.8,NA,NA,NA,NA,1756045.0,1756045.0,1756045.0,1969524.0,100.0,1969524.0,1969524.0,97.8423,NA,NA,GVA per hour worked: GOR South West (Index UK=100),92.0
2016,100.0,100.0,100.0,100.0,1.8,NA,NA,NA,NA,1756045.0,1756045.0,1756045.0,1969524.0,100.0,1969524.0,1969524.0,97.8423,NA,NA,GVA per hour worked: GOR England (Index UK=100),101.3
2016,100.0,100.0,100.0,100.0,1.8,NA,NA,NA,NA,1756045.0,1756045.0,1756045.0,1969524.0,100.0,1969524.0,1969524.0,97.8423,NA,NA,GVA per hour worked: GOR Wales (Index UK=100),83.0
2016,100.0,100.0,100.0,100.0,1.8,NA,NA,NA,NA,1756045.0,1756045.0,1756045.0,1969524.0,100.0,1969524.0,1969524.0,97.8423,NA,NA,GVA per hour worked: GOR Scotland (Index UK=100),99.5
2016,100.0,100.0,100.0,100.0,1.8,NA,NA,NA,NA,1756045.0,1756045.0,1756045.0,1969524.0,100.0,1969524.0,1969524.0,97.8423,NA,NA,GVA per hour worked: GOR North East (Index UK=100),90.1
2016,100.0,100.0,100.0,100.0,1.8,NA,NA,NA,NA,1756045.0,1756045.0,1756045.0,1969524.0,100.0,1969524.0,1969524.0,97.8423,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,1.4
2016,100.0,100.0,100.0,100.0,1.8,NA,NA,NA,NA,1756045.0,1756045.0,1756045.0,1969524.0,100.0,1969524.0,1969524.0,97.8423,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,100.0
2016,100.0,100.0,100.0,100.0,1.8,NA,NA,NA,NA,1756045.0,1756045.0,1756045.0,1969524.0,100.0,1969524.0,1969524.0,97.8423,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,100.0
2016,100.0,100.0,100.0,100.0,1.8,NA,NA,NA,NA,1756045.0,1756045.0,1756045.0,1969524.0,100.0,1969524.0,1969524.0,97.8423,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,0.5
2016,100.0,100.0,100.0,100.0,1.8,NA,NA,NA,NA,1756045.0,1756045.0,1756045.0,1969524.0,100.0,1969524.0,1969524.0,97.8423,NA,NA,GVA per hour worked: GOR Northern Ireland Index UK=100),85.6
2017,104.1,101.7,103.6,102.2,1.8,NA,NA,NA,NA,1818682.0,1794096.0,1827756.0,2049629.0,104.1,2005427.0,2049629.0,100.0,NA,NA,GVA per hour worked: GOR North West & Merseyside (Index UK=100),91.2
2017,104.1,101.7,103.6,102.2,1.8,NA,NA,NA,NA,1818682.0,1794096.0,1827756.0,2049629.0,104.1,2005427.0,2049629.0,100.0,NA,NA,GVA per hour worked: GOR Yorkshire & Humberside (Index UK=100),86.9
2017,104.1,101.7,103.6,102.2,1.8,NA,NA,NA,NA,1818682.0,1794096.0,1827756.0,2049629.0,104.1,2005427.0,2049629.0,100.0,NA,NA,GVA per hour worked: GOR East Midlands (Index UK=100),85.7
2017,104.1,101.7,103.6,102.2,1.8,NA,NA,NA,NA,1818682.0,1794096.0,1827756.0,2049629.0,104.1,2005427.0,2049629.0,100.0,NA,NA,GVA per hour worked: GOR West Midlands (Index UK=100),88.9
2017,104.1,101.7,103.6,102.2,1.8,NA,NA,NA,NA,1818682.0,1794096.0,1827756.0,2049629.0,104.1,2005427.0,2049629.0,100.0,NA,NA,GVA per hour worked: GOR East (Index UK=100),95.4
2017,104.1,101.7,103.6,102.2,1.8,NA,NA,NA,NA,1818682.0,1794096.0,1827756.0,2049629.0,104.1,2005427.0,2049629.0,100.0,NA,NA,GVA per hour worked: GOR London (Index UK=100),130.4
2017,104.1,101.7,103.6,102.2,1.8,NA,NA,NA,NA,1818682.0,1794096.0,1827756.0,2049629.0,104.1,2005427.0,2049629.0,100.0,NA,NA,GVA per hour worked: GOR South East (Index UK=100),107.1
2017,104.1,101.7,103.6,102.2,1.8,NA,NA,NA,NA,1818682.0,1794096.0,1827756.0,2049629.0,104.1,2005427.0,2049629.0,100.0,NA,NA,GVA per hour worked: GOR South West (Index UK=100),91.7
2017,104.1,101.7,103.6,102.2,1.8,NA,NA,NA,NA,1818682.0,1794096.0,1827756.0,2049629.0,104.1,2005427.0,2049629.0,100.0,NA,NA,GVA per hour worked: GOR England (Index UK=100),101.4
2017,104.1,101.7,103.6,102.2,1.8,NA,NA,NA,NA,1818682.0,1794096.0,1827756.0,2049629.0,104.1,2005427.0,2049629.0,100.0,NA,NA,GVA per hour worked: GOR Wales (Index UK=100),83.8
2017,104.1,101.7,103.6,102.2,1.8,NA,NA,NA,NA,1818682.0,1794096.0,1827756.0,2049629.0,104.1,2005427.0,2049629.0,100.0,NA,NA,GVA per hour worked: GOR Scotland (Index UK=100),98.7
2017,104.1,101.7,103.6,102.2,1.8,NA,NA,NA,NA,1818682.0,1794096.0,1827756.0,2049629.0,104.1,2005427.0,2049629.0,100.0,NA,NA,GVA per hour worked: GOR North East (Index UK=100),89.5
2017,104.1,101.7,103.6,102.2,1.8,NA,NA,NA,NA,1818682.0,1794096.0,1827756.0,2049629.0,104.1,2005427.0,2049629.0,100.0,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,1.2
2017,104.1,101.7,103.6,102.2,1.8,NA,NA,NA,NA,1818682.0,1794096.0,1827756.0,2049629.0,104.1,2005427.0,2049629.0,100.0,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,100.9
2017,104.1,101.7,103.6,102.2,1.8,NA,NA,NA,NA,1818682.0,1794096.0,1827756.0,2049629.0,104.1,2005427.0,2049629.0,100.0,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,101.2
2017,104.1,101.7,103.6,102.2,1.8,NA,NA,NA,NA,1818682.0,1794096.0,1827756.0,2049629.0,104.1,2005427.0,2049629.0,100.0,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,0.9
2017,104.1,101.7,103.6,102.2,1.8,NA,NA,NA,NA,1818682.0,1794096.0,1827756.0,2049629.0,104.1,2005427.0,2049629.0,100.0,NA,NA,GVA per hour worked: GOR Northern Ireland Index UK=100),84.1
1971 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,43.1
1971 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,84.9
1971 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,43.9
1971 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,84.8
1971 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,1.8
1971 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,-0.2
1971 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,44.7
1971 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,84.6
1971 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,1.9
1971 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,-0.2
1971 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,45.0
1971 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,84.6
1971 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.6
1971 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.0
1972 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.5
1972 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,44.6
1972 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,85.3
1972 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,3.5
1972 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,-0.9
1972 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.8
1972 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,1.2
1972 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,45.5
1972 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,85.8
1972 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,3.7
1972 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,2.1
1972 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.5
1972 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,1.8
1972 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,45.6
1972 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,86.1
1972 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,1.9
1972 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.2
1972 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.4
1972 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,2.4
1972 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,46.1
1972 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,86.6
1972 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,2.4
1972 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,1.1
1972 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.6
1973 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,2.5
1973 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,47.9
1973 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,87.5
1973 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,7.3
1973 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,3.9
1973 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,1.0
1973 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,2.4
1973 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,47.9
1973 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,87.8
1973 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,5.2
1973 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.0
1973 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.4
1973 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,1.9
1973 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,47.4
1973 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,87.8
1973 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,3.9
1973 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,-1.1
1973 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,-0.1
1973 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,1.4
1973 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,47.2
1973 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,87.8
1973 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,2.3
1973 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,-0.5
1973 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.0
1974 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.1
1974 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,46.0
1974 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,87.6
1974 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,-3.9
